t (s),V (mV)
307.923,15.7691
308.923,15.7535
309.924,15.7384
310.923,15.723
311.923,15.7075
312.923,15.6926
313.923,15.6765
314.923,15.6613
315.923,15.6457
316.923,15.6301
317.923,15.6152
318.923,15.5996
319.923,15.5845
320.924,15.5691
321.923,15.5548
322.923,15.5406
323.923,15.5246
324.923,15.5095
325.924,15.4941
326.923,15.4795
327.923,15.4644
328.923,15.4493
329.924,15.4335
330.923,15.4179
331.923,15.4034
332.923,15.3874
333.923,15.3727
334.923,15.3572
335.923,15.3419
336.923,15.3271
337.923,15.3115
338.924,15.2969
339.923,15.2822
340.923,15.267
341.923,15.2516
342.923,15.2373
343.923,15.2222
344.923,15.2067
345.924,15.1925
346.923,15.1771
347.923,15.1629
348.923,15.1474
349.923,15.132
350.923,15.117
351.923,15.1016
352.923,15.0876
353.923,15.072
354.923,15.0567
355.923,15.0431
356.923,15.0276
357.923,15.0117
358.923,14.9974
359.923,14.983
360.923,14.969
361.924,14.9545
362.923,14.9397
363.923,14.9258
364.923,14.9115
365.923,14.8968
366.923,14.8822
367.923,14.868
368.923,14.8542
369.924,14.8385
370.923,14.8264
371.923,14.8112
372.923,14.7965
373.923,14.7826
374.923,14.7684
375.923,14.7556
376.923,14.74
377.923,14.7258
378.924,14.7122
379.923,14.6982
380.923,14.6837
381.923,14.6693
382.923,14.6545
383.923,14.6416
384.923,14.6263
385.923,14.6119
386.923,14.5973
387.923,14.5833
388.923,14.569
389.923,14.5552
390.923,14.5403
391.923,14.5258
392.923,14.5127
393.922,14.4981
394.923,14.4841
395.923,14.4695
396.923,14.4563
397.923,14.4417
398.923,14.4273
399.923,14.4144
400.923,14.4003
401.923,14.3857
402.923,14.3721
403.924,14.3591
404.923,14.344
405.923,14.3306
406.923,14.3162
407.923,14.303
408.923,14.2882
409.923,14.2747
410.923,14.2601
411.923,14.2466
412.923,14.2337
413.923,14.2192
414.923,14.2053
415.923,14.1918
416.923,14.1779
417.923,14.1642
418.923,14.1508
419.923,14.1366
420.923,14.1235
421.923,14.1092
422.923,14.0963
423.923,14.0825
